,RAZON SOCIAL,POTENCIAL UNO,NOMBRE COMERCIAL,RUC,CONSIGNATARIO,POSICION ARANCELARIA,CODIGO COMPLEMENTARIO,CODIGO SUPLEMENTARIO,DESCRIPCION POSICION,DESCRIPCION DEL DESPACHO,MARCA,MODELO,REFRENDO,ITEM,DAU,FECHA DESPACHO,FECHA EMBARQUE,FECHA LLEGADA,FECHA LIQUIDACION,FECHA PAGO,FECHA SALIDA ALMACEN,REGIMEN,NUMERO MANIFIESTO,MANIFIESTO,CODIGO DOCUMENTO TRANSPORTE,DOCUMENTO TRANSPORTE,ADUANA,PAIS ORIGEN,PAIS PROCEDENCIA,PAIS EMBARQUE,PUERTO EMBARQUE,VIA TRANSPORTE,CONTENEDORES,DEPOSITO,FOB U$S,FLETE U$S,SEGURO U$S,CIF U$S,FACTURA,VALOR FACTURA U$S,BASE IMPONIBLE U$S,KGS NETO,KGS BRUTO,UNIDADES,TIPO UNIDAD,PRECIO UNITARIO U$S,CANTIDAD COMERCIAL,UNIDAD COMERCIAL,PRECIO UNITARIO COMERCIAL U$S,TIPO UNIDAD NOMENCLADOR,ADVAL,MONEDA,EMBARCADOR,INCOTERM,CODIGO LIBERACION,ESTADO MERCADERIA,CLASE MERCADERIA,PAIS DESTINO,TOTAL FOB U$S,TOTAL FLETE U$S,TOTAL SEGURO U$S,TOTAL CIF U$S,TOTAL KGS NETO,TOTAL KGS BRUTO,TOTAL BASE IMPONIBLE,TOTAL CANTIDAD BULTOS,TOTAL AJUSTES,TOTAL OTROS AJUSTES,CLASE,VERIFICADOR,AGENTE AFIANZADO,NAVE,AGENCIA TRANSPORTE,EMPRESA TRANSPORTE,AFORADOR,FECHA AFORO,TIPO AFORO,ACTIVIDAD PRINCIPAL DEL IMPORTADOR,DIRECCION DEL IMPORTADOR,DIRECCION DEL CONSIGNATARIO,CONSOLIDADORA
1221,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",,,991352937001,FERTISA FERTILIZANTES TERMINALES I SERVICIOS S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA, PARA USO AGRICOLA",,SIN MODELO,2820181000648296,1,,2018-09-11,2018-08-26,2018-09-15,2018-10-05,2018-09-13,2018-09-17,IMPORTACION A CONSUMO,,CEC201878135781,CEC20187813578100020000,11,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,"05909272-FERTISA,FERTILIZANTES,TERMINALES I SERVICIOS S.A.","468,520.00","102,000.00",974.62,"571,494.62",,0.0,"571,494.62","1,700,000.00",0.0,"1,704,281.00",KILOGRAMO BRUTO,0.27,0.0,,0.0,"kg, Kilogramo",0.0,DOL,FAVORITA L.P.,,,NUEVO,,ECUADOR,"468,520.00","102,000.00",974.62,"571,494.62","1,700,000.00",0.0,"571,494.62",0.0,0.0,0.0,,,01900730: BENITEZ CONTRERAS PABLO MARIANO,BALTIC WINTER,BALTIC REEFERS ECUADOR S.A.,02777813-BALTIC REEFERS ECUADOR S.A.,,0000-00-00,AFORO AUTOMATICO,5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D,AV. SAN JUAN BOSCO Y LA N GUASMO FERTISA (VIA PUERTO MARITIMO),,
1222,FERMAGRI S.A.,,,1791401344001,FERMAGRI S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA, NO APLICA",,SIN MODELO,2820181000661478,1,,2018-09-17,2018-08-19,2018-09-16,2018-09-17,2018-09-17,2018-09-20,IMPORTACION A CONSUMO,,CEC2018MAEU0353,CEC2018MAEU035301170000,965609467,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,05909025-CONTECON GUAYAQUIL S.A.,"311,940.00","33,350.00",860.40,"346,150.41",,0.0,"346,150.41","1,100,000.00",0.0,"1,100,000.00",KILOGRAMO BRUTO,0.28,0.0,,0.0,"kg, Kilogramo",0.0,DOL,PHOSAGRO TRADING SA,,,NUEVO,,ECUADOR,"311,940.00","33,350.00",860.40,"346,150.41","1,100,000.00",0.0,"346,150.41",0.0,0.0,0.0,,,01900118: ALBARRACIN BOSCH RAMON GONZALO,NYSTED MAERSK,MAERSK DEL ECUADOR C.A.,02907986-MAERSK DEL ECUADOR C.A.,,0000-00-00,AFORO AUTOMATICO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,KM. 16 VIA A DAULE CALLE ROSAVIN Y ASBESTOS,,
1223,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,,,991441336001,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA, EN SACOS",,SIN MODELO,2820181000661978,1,,2018-09-17,2018-08-20,2018-09-16,2018-09-17,2018-09-17,2018-09-25,IMPORTACION A CONSUMO,,CEC2018MAEU0353,CEC2018MAEU035355010000,SUDU88880A3VI001,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,05909025-CONTECON GUAYAQUIL S.A.,"164,098.50","14,345.00",428.26,"178,871.77",,0.0,"178,871.77","549,900.00",0.0,"551,872.00",KILOGRAMO BRUTO,0.3,0.0,,0.0,"kg, Kilogramo",0.0,DOL,PHOSAGRO TRADING SA,,,NUEVO,,ECUADOR,"164,098.50","14,345.00",428.26,"178,871.77","549,900.00",0.0,"178,871.77",0.0,0.0,0.0,,,01777804: ORTEGA NOROÑA KLEBER MARCELO,NYSTED MAERSK,HAMBURG SÜD ECUADOR S.A.,02907986-MAERSK DEL ECUADOR C.A.,BORDES MORALES CARLOS RAUL,0000-00-00,AFORO AUTOMATICO NO INTRUSIVO,"0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
1224,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,,,991441336001,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA PRILADA, EN SACOS",,SIN MODELO,2820181000681930,1,,2018-09-25,2018-08-27,2018-09-23,2018-09-25,2018-09-25,2018-09-30,IMPORTACION A CONSUMO,,CEC2018MAEU0357,CEC2018MAEU035755030000,SUDU88880A3Y3001,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,05909025-CONTECON GUAYAQUIL S.A.,"317,260.00","28,690.00",830.28,"346,780.28",,0.0,"346,780.28","1,100,000.00",0.0,"1,103,793.00",KILOGRAMO BRUTO,0.29,0.0,,0.0,"kg, Kilogramo",0.0,DOL,PHOSAGRO TRADING SA,,,NUEVO,,ECUADOR,"317,260.00","28,690.00",830.28,"346,780.28","1,100,000.00",0.0,"346,780.28",0.0,0.0,0.0,,,01777804: ORTEGA NOROÑA KLEBER MARCELO,MAERSK NIMES,HAMBURG SÜD ECUADOR S.A.,02907986-MAERSK DEL ECUADOR C.A.,,0000-00-00,AFORO AUTOMATICO,"0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
1225,COMPANIA CORPOMERQUIMIA ECUADOR IMPORTADORA S.A.,,,1792780195001,COMPAÑIA CORPOMERQUIMIA ECUADOR IMPORTADORA S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA USP, PROPIAS DEL PRODUCTO",,PG-65,7320181000715668,5,,2018-10-05,2018-10-03,2018-10-03,2018-10-05,2018-10-05,2018-10-10,IMPORTACION A CONSUMO,,CEC201836000559,CEC20183600055900010000,,TULCAN,COLOMBIA,COLOMBIA,COLOMBIA,-,CARRETERA,0.0,,"1,056.25",16.66,10.73,"1,083.64",,0.0,"1,083.64",301.00,0.0,301.00,KILOGRAMO BRUTO,3.51,0.0,,0.0,"kg, Kilogramo",0.0,DOL,MERQUIMIA COLOMBIA SAS,,,NUEVO,,ECUADOR,"5,071.00",80.00,51.51,"5,202.51",445.00,0.0,"5,202.51",0.0,0.0,0.0,,,01904961: REYES OBANDO WISTON LUIS,,COMPAÑIA DE TRANSPORTES INTERNACIONALES ECUATORIANA CONTRAINE CIA. LTDA,04903600-COMPAÑIA DE TRANSPORTES INTERNACIONALES ECUATORIANA CONTRAINE CIA. LTDA,ESTRADA CASTRO JAMIRE SABELI,0000-00-00,AFORO DOCUMENTAL,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,VICENTE DUQUE N77-36 Y ANTONIO CASTILLO,,
1226,SOLVESA ECUADOR S.A,,,990839557001,SOLVESA ECUADOR S.A,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA PRILADA, UREA PRILADA",SMARCA,SMODELO,2820181000719328,1,,2018-10-09,2018-09-11,2018-10-07,2018-10-09,2018-10-09,2018-10-12,IMPORTACION A CONSUMO,,CEC2018MAEU0387,CEC2018MAEU038755010000,SUDU88880A43A001,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,05909025-CONTECON GUAYAQUIL S.A.,"123,300.00","11,325.00",134.63,"134,759.62",,0.0,"134,759.62","435,000.00",0.0,"435,000.00",KILOGRAMO BRUTO,0.28,0.0,,0.0,"kg, Kilogramo",0.0,DOL,PHOSAGRO TRADING,,,NUEVO,,ECUADOR,"123,300.00","11,325.00",134.63,"134,759.62","435,000.00",0.0,"134,759.62",0.0,0.0,0.0,,,01777779: JIMENEZ QUIROZ BORIS LENIN,MAERSK NIJMEGEN,HAMBURG SÜD ECUADOR S.A.,02907986-MAERSK DEL ECUADOR C.A.,,0000-00-00,AFORO AUTOMATICO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,"CASUARINA 100 Y VIA A DAULE, GUAYAQUIL",,
1227,AGRIPAC S.A.,,,990006687001,AGRIPAC S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA GRANULAR, NINGUNA",,SIN MODELO,2820181000721247,1,,2018-10-09,2018-09-08,2018-10-13,2018-10-09,2018-10-09,2018-10-15,IMPORTACION A CONSUMO,,CEC201877900157,CEC20187790015700040000,11,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUULU-UST-LUGA,MARITIMO,0.0,05901469-ANDIPUERTO GUAYAQUIL S.A.,"465,635.50","66,650.00",463.09,"532,748.56",,0.0,"532,748.56","1,550,000.00",0.0,"1,550,000.00",KILOGRAMO BRUTO,0.3,0.0,,0.0,"kg, Kilogramo",0.0,DOL,NITRON GROUP CORPORATION,,,NUEVO,,ECUADOR,"465,635.50","66,650.00",463.09,"532,748.56","1,550,000.00",0.0,"532,748.56",0.0,0.0,0.0,,,01777805: ROBLES MEDRANO ANDREA ESTEFANIA,CANVASBACK,ANDINAVE S.A.,-,,0000-00-00,AFORO AUTOMATICO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,"CORDOVA 623 Y PADRE SOLANO, GUAYAQUIL",,
1228,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,,,1790580202001,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA GRANULAR, PARA USO AGRICOLA",,SIN MODELO,2820181000722688,1,,2018-10-09,2018-09-08,2018-10-13,2018-10-09,2018-10-10,2018-10-15,IMPORTACION A CONSUMO,,CEC201877900157,CEC20187790015700020000,2,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUULU-UST-LUGA,MARITIMO,0.0,05901469-ANDIPUERTO GUAYAQUIL S.A.,"762,048.00","116,100.00","3,380.87","881,528.88",,0.0,"881,528.88","2,700,000.00",0.0,"2,700,000.00",KILOGRAMO BRUTO,0.28,0.0,,0.0,"kg, Kilogramo",0.0,DOL,NITRON GROUP CORPORATION,,,NUEVO,,ECUADOR,"762,048.00","116,100.00","3,380.87","881,528.88","2,700,000.00",0.0,"881,528.88",0.0,0.0,0.0,,,01909416: LUIS FERNANDO PROANO ADRIAN,CANVASBACK,ANDINAVE S.A.,-,,0000-00-00,AFORO AUTOMATICO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,AMAZONAS N35-43 Y JUAN PABLO SANZ,,
1229,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,,,991441336001,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA PRILADA, EN SACOS",,SIN MODELO,2820181000727090,1,,2018-10-11,2018-09-09,2018-10-07,2018-10-11,2018-10-11,2018-10-16,IMPORTACION A CONSUMO,,CEC2018MAEU0387,CEC2018MAEU038701590000,965785343,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,05909025-CONTECON GUAYAQUIL S.A.,"311,940.00","23,560.00",805.20,"336,305.19",,0.0,"336,305.19","1,100,000.00",0.0,"1,103,793.00",KILOGRAMO BRUTO,0.28,0.0,,0.0,"kg, Kilogramo",0.0,DOL,PHOSAGRO TRADING SA,,,NUEVO,,ECUADOR,"311,940.00","23,560.00",805.20,"336,305.19","1,100,000.00",0.0,"336,305.19",0.0,0.0,0.0,,,01777804: ORTEGA NOROÑA KLEBER MARCELO,MAERSK NIJMEGEN,MAERSK DEL ECUADOR C.A.,02907986-MAERSK DEL ECUADOR C.A.,ARANDA CARBO ROBERTO MIGUEL,0000-00-00,AFORO DOCUMENTAL,"0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
1230,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,,,991441336001,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA GRANULADA, GRANULADA",,SIN MODELO,2820181000727230,1,,2018-10-11,2018-09-08,2018-10-13,2018-10-11,2018-10-11,2018-10-16,IMPORTACION A CONSUMO,,CEC201877900157,CEC20187790015700050000,12,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUULU-UST-LUGA,MARITIMO,0.0,05901469-ANDIPUERTO GUAYAQUIL S.A.,"467,573.00","66,650.00",747.91,"534,970.94",,0.0,"534,970.94","1,550,000.00",0.0,"1,550,000.00",KILOGRAMO BRUTO,0.3,0.0,,0.0,"kg, Kilogramo",0.0,DOL,NITRON GROUP CORPORATION,,,NUEVO,,ECUADOR,"467,573.00","66,650.00",747.91,"534,970.94","1,550,000.00",0.0,"534,970.94",0.0,0.0,0.0,,,01777804: ORTEGA NOROÑA KLEBER MARCELO,CANVASBACK,ANDINAVE S.A.,-,,0000-00-00,AFORO AUTOMATICO,"0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
1231,FERMAGRI S.A.,,,1791401344001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA, NO APLICA",,SIN MODELO,2820181000727387,1,,2018-10-11,2018-09-08,2018-10-13,2018-10-11,2018-10-11,2018-10-15,IMPORTACION A CONSUMO,,CEC201877900157,CEC20187790015700010000,1,GUAYAQUIL MARITIMO,CHINA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUULU-UST-LUGA,MARITIMO,0.0,05901469-ANDIPUERTO GUAYAQUIL S.A.,"483,498.00","77,400.00",841.35,"561,739.38",,0.0,"561,739.38","1,800,000.00",0.0,"1,800,000.00",KILOGRAMO BRUTO,0.27,0.0,,0.0,"kg, Kilogramo",0.0,DOL,NITRON,,,NUEVO,,ECUADOR,"483,498.00","77,400.00",841.35,"561,739.38","1,800,000.00",0.0,"561,739.38",0.0,0.0,0.0,,,01900118: ALBARRACIN BOSCH RAMON GONZALO,CANVASBACK,ANDINAVE S.A.,-,,0000-00-00,AFORO AUTOMATICO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,KM. 16 VIA A DAULE CALLE ROSAVIN Y ASBESTOS,,
1232,FERMAGRI S.A.,,,1791401344001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA, NO APLICA",,SIN MODELO,2820181000727572,1,,2018-10-11,2018-09-04,2018-10-13,2018-10-11,2018-10-11,2018-10-17,IMPORTACION A CONSUMO,,CEC201877900157,CEC20187790015700060000,6,GUAYAQUIL MARITIMO,CHINA,FINLAND,FINLAND,FIKTK-KOTKA,MARITIMO,0.0,05901469-ANDIPUERTO GUAYAQUIL S.A.,"328,464.00","51,600.00",570.10,"380,634.09",,0.0,"380,634.09","1,200,000.00",0.0,"1,200,000.00",KILOGRAMO BRUTO,0.27,0.0,,0.0,"kg, Kilogramo",0.0,DOL,NITRON,,,NUEVO,,ECUADOR,"328,464.00","51,600.00",570.10,"380,634.09","1,200,000.00",0.0,"380,634.09",0.0,0.0,0.0,,,01900118: ALBARRACIN BOSCH RAMON GONZALO,CANVASBACK,ANDINAVE S.A.,-,,0000-00-00,AFORO AUTOMATICO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,KM. 16 VIA A DAULE CALLE ROSAVIN Y ASBESTOS,,
1233,ANDERS ECUADOR CIA. LTDA.,,,1791940555001,ANDERS ECUADOR CIA. LTDA.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"RONACARE UREA BEADS, RONACARE UREA BEADS",MERCK,1.30133.9025,2820181000729664,3,,2018-10-11,2018-09-09,2018-10-09,2018-10-11,2018-10-12,2018-10-15,IMPORTACION A CONSUMO,,CEC2018CMAU0067,CEC2018CMAU006795460003,HLCUHAM180926200,GUAYAQUIL MARITIMO,GERMANY,GERMANY,GERMANY,DEHAM-HAMBURG,MARITIMO,0.0,05907400-INARPI S.A.,354.00,31.28,1.35,386.63,,0.0,386.63,100.00,0.0,113.95,KILOGRAMO BRUTO,3.11,0.0,,0.0,"kg, Kilogramo",0.0,DOL,MERCK KGAA,,,NUEVO,,ECUADOR,"14,100.65",320.61,50.47,"14,471.73","1,025.00",0.0,"14,471.73",0.0,0.0,0.0,,,01900010: CESAR CHAVEZ BARRIGA & ASOCIADOS CIA. LTDA.,AS PAULINE,TRANSOCEANICA COMPAÑIA LIMITADA,02901118-CMA-CGM ECUADOR S.A.,,0000-00-00,AFORO AUTOMATICO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,SAN CAMILO CALLE JOSE VITERI B8-N6E INTERSECCION SAN JORGE,,
1234,PROTECALEMAN REPRESENTACIONES QUIMICAS S.A,,,1792297966001,PROTECALEMAN REPRESENTACIONES QUIMICAS S.A,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA GRANULADA, UREA GRANULADA",VISION,SIN MODELO,2820181000742864,1,,2018-10-17,2018-09-24,2018-10-21,2018-10-17,2018-10-18,2018-10-29,IMPORTACION A CONSUMO,,CEC2018MAEU0395,CEC2018MAEU039555020000,SUDU88880A417003,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,05909025-CONTECON GUAYAQUIL S.A.,"108,411.24","10,424.14",321.24,"119,156.62",,0.0,"119,156.62","345,600.00",0.0,"346,896.00",KILOGRAMO BRUTO,0.31,0.0,,0.0,"kg, Kilogramo",0.0,DOL,VISION CHEMICALS LIMITED,,,NUEVO,,ECUADOR,"108,411.24","10,424.14",321.24,"119,156.62","345,600.00",0.0,"119,156.62",0.0,0.0,0.0,,,01900020: SERVICIOS DE COMERCIO EXTERIOR LANATA SERCOMEXLAN S.A.,MAERSK NIAMEY,HAMBURG SÜD ECUADOR S.A.,02907986-MAERSK DEL ECUADOR C.A.,,0000-00-00,AFORO AUTOMATICO,9993-OTROS,LOT. LAS FERIAS AVENIDA TANASA SOLAR 9 Y CALLE R5 MZ R VIA DURAN - TAMBO KILOMETRO 4.5,,
1235,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",,,991352937001,FERTISA FERTILIZANTES TERMINALES I SERVICIOS S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA, PARA USO AGRICOLA",,SIN MODELO,2820181000743817,1,,2018-10-17,2018-09-28,2018-10-20,2018-11-09,0000-00-00,2018-10-24,IMPORTACION A CONSUMO,,CEC201878135796,CEC20187813579600020000,12,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,"05909272-FERTISA,FERTILIZANTES,TERMINALES I SERVICIOS S.A.","24,429.60","5,220.00",53.50,"29,703.10",,0.0,"29,703.10","87,000.00",0.0,"87,219.00",KILOGRAMO BRUTO,0.28,0.0,,0.0,"kg, Kilogramo",0.0,DOL,FAVORITA L.P.,,,NUEVO,,ECUADOR,"24,429.60","5,220.00",53.50,"29,703.10","87,000.00",0.0,"29,703.10",0.0,0.0,0.0,,,01900730: BENITEZ CONTRERAS PABLO MARIANO,COOL SPIRIT,BALTIC REEFERS ECUADOR S.A.,02777813-BALTIC REEFERS ECUADOR S.A.,,0000-00-00,AFORO AUTOMATICO,5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D,AV. SAN JUAN BOSCO Y LA N GUASMO FERTISA (VIA PUERTO MARITIMO),,
1236,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,,,991441336001,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA PRILADA, EN SACOS",,SIN MODELO,2820181000756425,1,,2018-10-23,2018-09-16,2018-10-14,2018-10-23,2018-10-23,2018-10-30,IMPORTACION A CONSUMO,,CEC2018MAEU0391,CEC2018MAEU039101320000,965919094,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,05909025-CONTECON GUAYAQUIL S.A.,"186,184.00","22,940.00",292.77,"209,416.77",,0.0,"209,416.77","666,000.00",0.0,"667,480.00",KILOGRAMO BRUTO,0.28,0.0,,0.0,"kg, Kilogramo",0.0,DOL,PHOSAGRO TRADING SA,,,NUEVO,,ECUADOR,"186,184.00","22,940.00",292.77,"209,416.77","666,000.00",0.0,"209,416.77",0.0,0.0,0.0,,,01777804: ORTEGA NOROÑA KLEBER MARCELO,MAERSK NIENBURG,MAERSK DEL ECUADOR C.A.,02907986-MAERSK DEL ECUADOR C.A.,,0000-00-00,AFORO AUTOMATICO,"0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
1237,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,,,991441336001,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA PRILADA, EN SACOS",,SIN MODELO,2820181000756960,1,,2018-10-23,2018-09-23,2018-10-21,2018-10-23,2018-10-24,2018-11-05,IMPORTACION A CONSUMO,,CEC2018MAEU0395,CEC2018MAEU039501350000,965924841,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,05909025-CONTECON GUAYAQUIL S.A.,"186,184.00","22,940.00",292.77,"209,416.77",,0.0,"209,416.77","666,000.00",0.0,"667,480.00",KILOGRAMO BRUTO,0.28,0.0,,0.0,"kg, Kilogramo",0.0,DOL,PHOSAGRO TRADING SA,,,NUEVO,,ECUADOR,"186,184.00","22,940.00",292.77,"209,416.77","666,000.00",0.0,"209,416.77",0.0,0.0,0.0,,,01777804: ORTEGA NOROÑA KLEBER MARCELO,MAERSK NIAMEY,MAERSK DEL ECUADOR C.A.,02907986-MAERSK DEL ECUADOR C.A.,,0000-00-00,AFORO AUTOMATICO,"0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
1238,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,,,991441336001,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA PRILADA, EN SACOS",,SIN MODELO,2820181000757767,1,,2018-10-23,2018-09-23,2018-10-21,2018-10-23,2018-10-24,2018-11-05,IMPORTACION A CONSUMO,,CEC2018MAEU0395,CEC2018MAEU039501340000,965860915,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,05909025-CONTECON GUAYAQUIL S.A.,"440,724.00","35,340.00",666.49,"476,730.50",,0.0,"476,730.50","1,641,600.00",0.0,"1,645,704.00",KILOGRAMO BRUTO,0.27,0.0,,0.0,"kg, Kilogramo",0.0,DOL,PHOSAGRO TRADING SA,,,NUEVO,,ECUADOR,"440,724.00","35,340.00",666.49,"476,730.50","1,641,600.00",0.0,"476,730.50",0.0,0.0,0.0,,,01777804: ORTEGA NOROÑA KLEBER MARCELO,MAERSK NIAMEY,MAERSK DEL ECUADOR C.A.,02907986-MAERSK DEL ECUADOR C.A.,ORTIZ BAQUERIZO ROXANA ISABEL,0000-00-00,AFORO DOCUMENTAL,"0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
